audiencia,provincia,year,name_approx,military,noble,rprice1,lrprice1,suitindex,lz,distlima,mita,mine,reparto2,lreparto2
Lima,Canta,1749,Manuel De La Torre Y Quiroz,0,0,30486.509765625,10.325039863586426,0.026500001549720764,8.011262893676758,88.64211019270037,0,1,125000,11.736068725585938
Charcas,Carabaya,1686,Jose De Villalta Y Giner,0,0,NA,NA,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1694,Juan De Terrera Y Larrea,1,1,NA,NA,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1695,Pedro De Arana Solis Y Palacio,0,0,1962.5775146484375,7.582014083862305,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1697,Luis De Taboada,1,1,NA,NA,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1705,Geronimo De Taboada,0,0,654.1925048828125,6.483401775360107,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1708,Bartolome De Zerezeda,0,0,3110.215087890625,8.042447090148926,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1711,Domingo Perez,0,0,2455.43310546875,7.806058406829834,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1713,Antonio Maldonado,0,0,3110.215087890625,8.042447090148926,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1719,Tomas De Reca,0,0,4092.388427734375,8.31688404083252,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1733,Jose Panizo Y Mena,0,0,10594.373046875,9.268077850341797,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1741,Juan Ycoton,0,0,6921.0791015625,8.842327117919922,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1742,Juan Bautista Laurnaga,0,0,11253.787109375,9.328459739685059,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Charcas,Carabaya,1749,Felipe De La Paliza,0,0,15980.3779296875,9.679117202758789,0.5085263252258301,8.033845901489258,802.8346854928619,0,1,82800,11.324183464050293
Lima,Castrovirreina,1677,Diego De Bibanco,0,0,2174.260009765625,7.684443473815918,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1682,Francisco Diaz De Alvarado,1,0,1043.575439453125,6.950407981872559,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1687,Pedro Matias Joaquin,0,0,2453.221923828125,7.805157661437988,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1692,Vicente De Bustillo Ceballos,0,0,2453.221923828125,7.805157661437988,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1693,Diego Valcalcel,0,0,5004.57275390625,8.518107414245605,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1708,Jacinto De Olazague,0,0,1636.955322265625,7.400593280792236,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1711,Agueda De Andrade,0,0,2455.43310546875,7.806058406829834,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1715,Tomas Munoz,1,0,3683.149658203125,8.21152400970459,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1731,Diego De Echave,0,0,NA,NA,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1736,Francisco Xavier Oricayn,1,0,4767.46826171875,8.469571113586426,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1744,Felipe Astola Aguirre,0,0,11253.787109375,9.328459739685059,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1747,Jose Ponce De Leon,0,0,12941.85546875,9.468221664428711,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Castrovirreina,1748,Juan Jose De Beitia,0,0,12941.85546875,9.468221664428711,0.053090911358594894,8.049238204956055,252.67142119114368,1,1,86400,11.366743087768555
Lima,Cercado,1687,Francisco De Echave,0,0,2453.221923828125,7.805157661437988,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1708,Felipe De Zavala Ordonez,0,0,1227.716552734375,7.112911224365234,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1711,Agueda De Andrade,0,0,1227.716552734375,7.112911224365234,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1716,Mateo De Proleon,0,1,NA,NA,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1716,Melchor De La Pena,0,0,1636.955322265625,7.400593280792236,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1728,Francisco Garcia De Pena,0,0,1658.9697265625,7.413951873779297,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1734,Manuel De Elcorobarrutia Irazabal,0,0,1695.0997314453125,7.435496807098389,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1737,Juan Andres Carptanger,0,0,1759.4188232421875,7.472738742828369,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1742,Juan Bautista De Laurnaga,0,0,1800.60595703125,7.49587869644165,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1747,Jose De Montoya Salazar,0,0,5176.7421875,8.551931381225586,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Cercado,1750,Manuel Olea,0,0,5176.7421875,8.551931381225586,0.013421053066849709,5.0290608406066895,14.340291208375945,0,0,10100,9.2202911376953125
Lima,Chachapoyas,1687,Juan Sanchez De Aranda,1,0,1308.385009765625,7.176548957824707,0.8684515953063965,7.6330790519714355,653.8307786831577,0,0,32000,10.373491287231445
Lima,Chachapoyas,1704,Francisco Antonio De Vargas Machuza,0,0,1308.385009765625,7.176548957824707,0.8684515953063965,7.6330790519714355,653.8307786831577,0,0,32000,10.373491287231445
Lima,Chachapoyas,1708,Tomas De Las Barreras,0,0,1227.716552734375,7.112911224365234,0.8684515953063965,7.6330790519714355,653.8307786831577,0,0,32000,10.373491287231445
Lima,Chachapoyas,1711,Esteban De Rucova,0,0,818.4776611328125,6.707446098327637,0.8684515953063965,7.6330790519714355,653.8307786831577,0,0,32000,10.373491287231445
Lima,Chachapoyas,1715,Diego De Orbea,0,0,1636.955322265625,7.400593280792236,0.8684515953063965,7.6330790519714355,653.8307786831577,0,0,32000,10.373491287231445
Lima,Chachapoyas,1731,Cristobal De Gracia Y Loris,0,0,2118.874755859375,7.658640384674072,0.8684515953063965,7.6330790519714355,653.8307786831577,0,0,32000,10.373491287231445
Lima,Chachapoyas,1734,Jacinto De Rojas Y Melo,0,0,2118.874755859375,7.658640384674072,0.8684515953063965,7.6330790519714355,653.8307786831577,0,0,32000,10.373491287231445
Lima,Chachapoyas,1749,Pablo Serrano,1,0,9059.298828125,9.111547470092773,0.8684515953063965,7.6330790519714355,653.8307786831577,0,0,32000,10.373491287231445
Lima,Chancay,1687,Jose Lasso De La Vega,0,0,2616.77001953125,7.869696140289307,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1734,Alejo De Castaneda,1,0,4237.74951171875,8.351787567138672,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1738,Francisco Elcobarrutia,0,0,9003.029296875,9.105316162109375,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1744,Domingo De Jauregui,0,0,9003.029296875,9.105316162109375,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1747,.,NA,NA,10353.484375,9.245078086853027,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1750,Antonio Beitia,0,0,10353.484375,9.245078086853027,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1692,Miguel Del Vayo,0,0,2862.09228515625,7.95930814743042,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1708,Bernardo Solis,0,0,1636.955322265625,7.400593280792236,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1711,Pedro Castillo,0,0,1636.955322265625,7.400593280792236,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1719,Juan Francisco De Castneda,0,0,3437.606201171875,8.14253044128418,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1728,Juan Gelder Y Zavala,0,0,6221.13671875,8.735708236694336,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chancay,1732,Juan De Acevedo Noriega,0,0,3390.199462890625,8.128643989562988,0.012400000356137753,7.089076519012451,113.88238605339502,0,0,122000,11.711776733398438
Lima,Chilques y Masques,1688,Juan De Castellanos,0,0,3925.155029296875,8.275160789489746,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1693,Fernando Venero De Valera,0,0,3270.962646484375,8.092839241027832,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1707,Francisco Gonzalez De Mendoza,0,0,2455.43310546875,7.806058406829834,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1708,Fernando Gonzalez De Monterroso,0,0,2455.43310546875,7.806058406829834,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1709,Jose Sanchez De Bustamante,0,0,4910.8662109375,8.499205589294434,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1715,Isidro Cosio,0,0,4092.388427734375,8.31688404083252,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1716,J. Fernandez Obregon,0,0,3683.149658203125,8.21152400970459,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1728,Juan Espinosa De Los Onderos,0,0,5599.02294921875,8.63034725189209,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1735,Felix Antonio Garcia De Miranda,0,0,4767.46826171875,8.469571113586426,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1746,Manuel Jimenez Lobaton,0,0,11647.669921875,9.362861633300781,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chilques y Masques,1749,Cipriano Oblitas Fernandez,0,0,11647.669921875,9.362861633300781,0.7914999723434448,8.119487762451172,591.2565695100864,0,0,84550,11.345098495483398
Lima,Chucuito,1682,Juan De Navia Y Solar,0,0,2087.15087890625,7.643555164337158,0.046400003135204315,8.26353931427002,939.5083135819525,1,1,107730,11.587383270263672
Lima,Chucuito,1688,Alonso Martin Del Campo,0,0,981.28875732421875,6.888866901397705,0.046400003135204315,8.26353931427002,939.5083135819525,1,1,107730,11.587383270263672
Lima,Chucuito,1700,Jose De Zozaia,0,0,NA,NA,0.046400003135204315,8.26353931427002,939.5083135819525,1,1,107730,11.587383270263672
Lima,Chucuito,1715,Possibly Pedro Ignacio Alzamora,0,0,982.1732177734375,6.889767646789551,0.046400003135204315,8.26353931427002,939.5083135819525,1,1,107730,11.587383270263672
Lima,Chucuito,1718,Jose Gonzalez Galeano,0,1,3273.91064453125,8.093740463256836,0.046400003135204315,8.26353931427002,939.5083135819525,1,1,107730,11.587383270263672
Lima,Chucuito,1740,Possibly Pedro Meneses Urabo,0,0,1856.8748779296875,7.5266499519348145,0.046400003135204315,8.26353931427002,939.5083135819525,1,1,107730,11.587383270263672
Lima,Chucuito,1749,Vicente Tiscar De Los Rios,1,0,3106.045166015625,8.041105270385742,0.046400003135204315,8.26353931427002,939.5083135819525,1,1,107730,11.587383270263672
Lima,Chumbivilcas,1687,Bartolome De La Pena,0,0,4497.57373046875,8.411293029785156,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Chumbivilcas,1688,Diego De Villatoro,0,1,2289.673828125,7.736164569854736,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Chumbivilcas,1708,Pablo De Laurnaga,0,0,818.4776611328125,6.707446098327637,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Chumbivilcas,1711,Fernando Olarreota,0,0,818.4776611328125,6.707446098327637,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Chumbivilcas,1713,Maria Caballero,0,0,818.4776611328125,6.707446098327637,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Chumbivilcas,1715,Jose De Vicuna,0,0,2455.43310546875,7.806058406829834,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Chumbivilcas,1732,Anastasio De Bustamante,0,0,5982.642578125,8.69661808013916,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Chumbivilcas,1738,Pedro Antonio De Zavala,0,0,NA,NA,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Chumbivilcas,1746,Francisco Perez De Anunciata,0,0,7765.11328125,8.957396507263184,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Chumbivilcas,1749,Miguel Valiente,0,0,7765.11328125,8.957396507263184,0.0325833335518837,8.117834091186523,593.2844315263374,1,1,85800,11.359774589538574
Lima,Ciudad Cuzco,1684,Pedro De Guzman Davalos,0,1,2087.15087890625,7.643555164337158,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1687,Jose De La Torre Y Vela,0,0,1962.5775146484375,7.582014083862305,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1688,Luis Jose Cessar Escazuola,0,0,2616.77001953125,7.869696140289307,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1689,Francisco Ruiz De Canduela,0,0,1962.5775146484375,7.582014083862305,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1691,Francisco De Vergara,0,0,1308.385009765625,7.176548957824707,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1708,Alonso Perez De Talavera,0,0,2455.43310546875,7.806058406829834,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1711,Marques De Valleumbrosos,0,1,1636.955322265625,7.400593280792236,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1714,Clemente Del Campo,0,0,4092.388427734375,8.31688404083252,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1715,Marques De Salinas,0,1,4910.8662109375,8.499205589294434,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1733,Juan Jose De Molleda,0,0,4237.74951171875,8.351787567138672,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Ciudad Cuzco,1739,Juan Jose De Iturribalzaga,0,1,11253.787109375,9.328459739685059,0.8792856931686401,8.117013931274414,577.164660066813,0,0,76600,11.246352195739746
Lima,Conchucos,1688,Diego De Villatoro,0,1,3270.962646484375,8.092839241027832,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Conchucos,1692,Alonso Calderon De La Barca,0,0,3270.962646484375,8.092839241027832,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Conchucos,1699,Juan Gutierrez De Pelayo,1,0,NA,NA,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Conchucos,1706,Jeronimo Obregon,0,0,2864.671875,7.960208892822266,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Conchucos,1708,Agustin Diaz De Medina,0,0,2700.976318359375,7.901368618011475,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Conchucos,1712,Jose De Robles,0,0,2864.671875,7.960208892822266,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Conchucos,1728,Pedro De Lizarraburu,0,0,2737.300048828125,7.914727210998535,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Conchucos,1732,Marques De Villlapalma,0,1,2796.91455078125,7.936272144317627,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Conchucos,1734,Alejo De Castaneda,1,0,2796.91455078125,7.936272144317627,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Conchucos,1750,Diego Carrillo De Albornoz,0,0,13286.220703125,9.49448299407959,0.4382143020629883,8.061689376831055,356.5921381437715,1,0,150000,11.918390274047852
Lima,Condesuyos,1688,Juan Feldre Calatayuo Y Toledo,0,0,3270.962646484375,8.092839241027832,0.01429411768913269,7.979097366333008,631.0559086265176,1,1,75300,11.229235649108887
Lima,Condesuyos,1706,Juan De Jozmediano Y Escalera,0,0,2291.737548828125,7.73706579208374,0.01429411768913269,7.979097366333008,631.0559086265176,1,1,75300,11.229235649108887
Lima,Condesuyos,1708,Ignacio De Jauregui,0,0,2455.43310546875,7.806058406829834,0.01429411768913269,7.979097366333008,631.0559086265176,1,1,75300,11.229235649108887
Lima,Condesuyos,1711,Agueda De Andrade,0,0,2455.43310546875,7.806058406829834,0.01429411768913269,7.979097366333008,631.0559086265176,1,1,75300,11.229235649108887
Lima,Condesuyos,1715,Antonio Fernandez,0,0,4910.8662109375,8.499205589294434,0.01429411768913269,7.979097366333008,631.0559086265176,1,1,75300,11.229235649108887
Lima,Condesuyos,1734,Pedro Domingo De Palacio Valenzuela,1,1,NA,NA,0.01429411768913269,7.979097366333008,631.0559086265176,1,1,75300,11.229235649108887
Lima,Condesuyos,1737,Juan Gonzalez De Cosio,0,0,6597.8203125,8.79449462890625,0.01429411768913269,7.979097366333008,631.0559086265176,1,1,75300,11.229235649108887
Lima,Condesuyos,1743,.,NA,NA,NA,NA,0.01429411768913269,7.979097366333008,631.0559086265176,1,1,75300,11.229235649108887
Lima,Condesuyos,1749,Pedro De Zuniga,1,0,21674.79296875,9.983904838562012,0.01429411768913269,7.979097366333008,631.0559086265176,1,1,75300,11.229235649108887
Lima,Cotabamba,1688,Clemente Diaz Durana,0,0,4088.703369140625,8.315982818603516,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1690,Salvador Riquelme,0,0,2616.77001953125,7.869696140289307,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1693,Diego Itrubide Benavente,0,0,1962.5775146484375,7.582014083862305,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1696,Jose Tamayo De Mendoza,0,0,2616.77001953125,7.869696140289307,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1710,Mateo De Proleon,0,1,1636.955322265625,7.400593280792236,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1712,J. Bautista Mendive,0,0,1636.955322265625,7.400593280792236,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1718,Francisco Perez De Anunciata,0,0,3887.76904296875,8.26559066772461,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1719,Antonio Perez,0,0,2864.671875,7.960208892822266,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1731,Martin De Oblitas,0,0,3390.199462890625,8.128643989562988,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1732,Manuel Fernandes De Valdivieso Aribuzo,0,0,2118.874755859375,7.658640384674072,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1735,Juan Bautista Costa,0,0,4237.74951171875,8.351787567138672,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1745,Domingo Vicente De Guisla,0,0,5176.7421875,8.551931381225586,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Cotabamba,1748,Joaquin De Varela Santhome,0,0,15852.0849609375,9.671056747436523,0.3307333290576935,8.141946792602539,541.9116394133529,1,1,89000,11.396391868591309
Lima,Huamachuco,1687,Diego De Contreras,0,0,2616.77001953125,7.869696140289307,0.5963000059127808,7.899079322814941,486.15854379402145,0,1,NA,NA
Lima,Huamalies,1686,Jose De Mesa,1,0,2746.59716796875,7.918118000030518,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1688,Mateo De Proleon,0,1,3270.962646484375,8.092839241027832,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1696,Francisco Tamayo De Mendoza,0,1,2616.77001953125,7.869696140289307,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1697,Bernave Felipe De Aragon,1,0,2616.77001953125,7.869696140289307,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1697,Jose Gonzalez Galeano,0,1,2616.77001953125,7.869696140289307,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1706,Pedro De Herboso,0,0,2455.43310546875,7.806058406829834,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1710,Diego De Laya Trujillo,0,0,4910.8662109375,8.499205589294434,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1716,Miguel De Vandin Salgado,1,0,4910.8662109375,8.499205589294434,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1731,Diego De Encalada,0,1,6356.6240234375,8.75725269317627,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1741,Jose De Santacruz Y Centeno,0,1,12705.525390625,9.44979190826416,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1746,Blas De La Mata Bustamante,0,0,15530.2265625,9.650543212890625,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamalies,1750,Juan Baptista Casabona,0,0,15530.2265625,9.650543212890625,0.6275172829627991,8.10384750366211,273.1071449005827,0,0,100000,11.512925148010254
Lima,Huamanga,1673,Fernando De Molina Y Chavez,0,0,6000,8.699514389038086,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1680,Lorenzo Antonio Carnuzer Y Solar,0,0,NA,NA,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1682,Tomaz Gonzalez De Arias,0,1,3130.726318359375,8.049020767211914,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1687,Mateo De Villadiego,1,0,NA,NA,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1689,Juan De Vengolea,1,0,3270.962646484375,8.092839241027832,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1692,Bartolome De Sabogal,0,1,2453.221923828125,7.805157661437988,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1698,Francisco Ramirez De Saavedra De Rivas,0,1,NA,NA,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1709,Ignacio Vazquez Acuna,0,0,2864.671875,7.960208892822266,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1711,Juan Zeberrimo De Luna,0,1,2619.128662109375,7.870596885681152,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1715,Pedro De Velasco Y Lazarraga,1,0,3273.91064453125,8.093740463256836,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1719,Bartolome Nunez De Villavicencio,0,0,4910.8662109375,8.499205589294434,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1734,Nicolas De Villalobos,1,0,NA,NA,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1736,Sebastian De Cabrera,0,0,4237.74951171875,8.351787567138672,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1738,Agustin Ramirez De Laredo Y Ordaz,0,0,9003.029296875,9.105316162109375,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huamanga,1745,Domingo Vicente De Guisla,0,0,10353.484375,9.245078086853027,0.8289999961853027,7.884576320648193,329.94941220321203,1,0,63800,11.063508033752441
Lima,Huanta,1687,Jose De Azarbel,0,0,817.74066162109375,6.706545352935791,0.7929354906082153,8.022822380065918,307.16689404452404,1,1,119200,11.688557624816895
Lima,Huanta,1692,Carlos Bentura Limon,1,0,817.74066162109375,6.706545352935791,0.7929354906082153,8.022822380065918,307.16689404452404,1,1,119200,11.688557624816895
Lima,Huanta,1697,Jose De Eslava Y Berrio,0,0,817.74066162109375,6.706545352935791,0.7929354906082153,8.022822380065918,307.16689404452404,1,1,119200,11.688557624816895
Lima,Huanta,1700,Juan Geronimo De Soria,1,0,NA,NA,0.7929354906082153,8.022822380065918,307.16689404452404,1,1,119200,11.688557624816895
Lima,Huanta,1704,Tomas De Echave,0,0,NA,NA,0.7929354906082153,8.022822380065918,307.16689404452404,1,1,119200,11.688557624816895
