departamento,municipio,nuestro_tiempo,fmln,n,pdc,vamos,pcn,gana,cd,leonardo_bonilla,impugnados,nulos,arena,coalicion_pcn,jesus_segovia,densidad,percent_urbano,masculinidad,relacion_dependencia,x60_anos_y_mas,tgf,tmi,tasa_analfabetismo,asistencia_escolar,agua_potable,electricidad,sin_servicio_sanitario,con_piso_de_tierra
san vicente,san esteban catarina,12,1283,1465,9,7,1,35,6,0,0,28,118,0,0,302.565473009086,44.63875640346229,93.07639836289222,91.63845633039945,10.31619855149267,2.5,27,21.890430284505054,89.76034858387798,69.19079435783222,82.55382331106162,19.302152932442464,23.749208359721344
san vicente,san ildefonso,8,229,2397,23,12,0,53,1,0,3,42,912,0,0,126.13617984797024,27.977945890498784,91.38650306748465,81.32992327365729,9.757661238620335,3.3,28,30.13972055888224,71.46042363433668,72.37507018528916,81.97641774284111,37.17012914093206,30.353249018752727
san vicente,santa clara,4,424,1015,12,10,3,10,5,0,1,26,614,0,0,68.45405682109035,17.704243783884838,98.33147942157953,92.548596112311,9.534492428491307,3,30,24.21000248818114,85.63829787234043,53.23741007194245,79.2166266986411,26.53876898481215,28.937259923175418
san vicente,san lorenzo,10,534,1655,12,35,1,25,3,0,1,27,569,0,0,48.65016872890889,34.03798513625103,90.10989010989012,86.36503539550631,11.957060280759704,2.2,29,18.38314341001935,88.96797153024912,59.81638418079096,91.66666666666666,8.615819209039548,15.349887133182843
san vicente,verapaz,15,491,2273,54,17,5,60,16,0,4,46,646,0,0,257.3837926779103,39.23605561770817,98.25728770595691,77.30235194105978,10.708007032124021,2.5,35,16.6872174270448,90.57287889775199,88.32658569500674,86.23481781376519,4.116059379217274,16.228571428571428
san vicente,guadalupe,11,147,1903,11,103,67,33,14,0,4,44,514,0,0,255.04416550441653,67.82719650018228,90.15597920277297,79.75098296199214,10.82756106452789,2.5,33,14.211764705882354,86.67749796913078,89.375,85,1.7187500000000002,17.818959372772632
san vicente,santo domingo,17,106,2451,14,21,6,79,10,0,1,32,606,0,0,47.26112781403534,34.46082234290147,86.64929047205328,76.14102213719596,10.768037238169123,2.8,29,14.459513362584763,88.30675778283978,67.53078418664938,85.93648736228127,2.592352559948153,21.09795479009688
san vicente,san cayetano istepeque,6,252,1668,9,12,1,6,18,0,3,42,860,0,0,300,31.550068587105624,89.77314986984008,76.39128931904597,9.75896531452087,2.9,26,19.82953121082978,86.52849740932642,83.06188925081433,91.04234527687296,4.723127035830619,16.232876712328768
san vicente,tepetitan,3,520,1331,8,6,0,20,6,0,3,22,299,0,0,283.4504293520687,50.81244836133296,86.01434426229508,74.23224568138195,11.319195813825393,2.8,25,18.360886387618713,90.23383768913342,90.104772991851,81.60651920838184,2.6775320139697323,24.224224224224226
cabanas,sensuntepeque,0,349,12112,0,0,1036,246,0,0,59,117,2790,0,0,131.66193320928411,38.170683328374494,86.41153632834165,87.27711738484399,10.24744619656848,2.6,19,24.348026013269394,82.79889573157783,70.32076136764186,83.59769709787334,20.361884619903652,28.36360085920719
cabanas,ilobasco,0,569,19204,0,0,1281,242,0,0,42,217,4563,0,0,246.3454683807922,38.65712892212648,89.0637486936743,88.73887695612152,8.980653552267924,2.8,27,21.44728797274871,81.99554445419564,57.2086633263294,79.19023759495717,13.415225472765476,21.95760096605394
cabanas,victoria,0,1414,3322,0,0,470,7,0,0,6,70,780,0,0,85.92038108200069,10.391256138127673,87.52413485816129,94.8156148742478,9.56755900522731,2.9,25,27.786683766164366,78.35272504592774,71.46207974980453,84.44096950742768,13.995308835027364,36.619252398279855
cabanas,san isidro,0,83,3022,0,0,209,23,0,0,2,23,385,0,0,99.52763947402018,19.894817855310414,93.59324559225229,80.79777365491651,11.249358645459209,2.9,28,24.656627502895912,82.6214160327677,60.86956521739131,89.04788112272978,18.49201981287837,24.403747870528107
cabanas,jutiapa,0,106,1907,0,0,1295,17,0,0,2,55,564,0,0,98.09296781883194,9.523086269744836,90.45415099797512,95.428910655981,9.082624544349938,2.7,27,30.63265306122449,88.64803194523674,45.82392776523702,82.61851015801355,28.517682468021064,33.33333333333333
cabanas,tejutepeque,0,568,2012,0,0,540,5,0,0,6,45,394,0,0,140.81551860649247,38.58588698341299,88.40042372881356,89.40362087326945,9.221253865617093,3.9,24,24.759388563879977,86.05187319884726,67.51237623762376,83.16831683168317,8.292079207920793,25.293217746047937
cabanas,dolores,0,38,1541,0,0,734,3,0,0,6,31,386,0,0,42.5830258302583,22.262486213959352,93.32927200731038,89.8594077176189,8.838821490467938,2.5,26,32.883926690541394,76.26699629171817,62.49062265566392,74.94373593398349,33.383345836459114,44.27828348504551
cabanas,cinquera,0,338,497,0,0,259,3,0,0,0,7,26,0,0,42.5094175601275,30.94751192910702,104.31754874651811,84.76070528967254,9.270620313565098,3.9,40,21.927497789566754,89.72222222222223,77.90368271954674,84.70254957507082,20.113314447592067,29.230769230769234
cabanas,guacotecti,0,86,1971,0,0,787,40,0,0,2,22,77,0,0,264.1599238457877,43.585585585585584,87.62677484787018,86.80578929653315,8.702702702702702,2.4,30,24.15730337078652,81.05423987776929,79.60413080895009,88.2960413080895,6.712564543889846,22.619808306709267
santa ana,santa ana,1741,3833,76066,1434,0,1043,7242,673,0,112,1591,9609,0,0,613.4758155230596,83.26100863414297,91.95110123889376,60.246683033848726,10.497879154595573,2.3,25,11.87604538218165,86.87362560239555,84.12591255200566,90.29280163278123,1.9420676662218386,14.642640210568942
santa ana,chalchuapa,190,1037,22140,442,0,866,1168,62,0,62,517,2475,0,0,446.65781853281857,64.41962235608742,92.29150975248682,63.93870953456445,9.7801129149896,2.1,24,13.740822132502,84.4,82.43010752688173,88.97849462365592,3.166666666666667,25.166736626090202
santa ana,metapan,179,409,15642,3654,0,2299,764,45,0,51,734,1814,0,0,88.28176431863068,32.80455562334757,89.27918390915215,74.73865016140019,10.111178903125213,2.4,27,25.364729415345817,80.53159793006117,75.43717507258118,91.19573290122206,13.712781041118088,10.114376570754475
